# density over age (year) (linear.sim_0_kappa_0_c1)
# Normalized LTT of model 'linear.sim_0_kappa_0_c1'
#
# linear.sim_0_kappa_0_c1
age	nLTT
0	0
0.00642317368652784	0.0278741703883027
0.0128463473730557	0.055483760915578
0.0192695210595835	0.0828155375594857
0.0256926947461114	0.109856290407162
0.0321158684326392	0.136592817486748
0.038539042119167	0.163012043499236
0.0449622158056949	0.189101000251538
0.0513853894922227	0.214846862699779
0.0578085631787505	0.240237027055861
0.0642317368652784	0.26525909188011
0.0706549105518062	0.289900923680466
0.0770780842383341	0.314150703044052
0.0835012579248619	0.337996915683642
0.0899244316113897	0.361428425560485
0.0963476052979176	0.384434492969312
0.102770778984445	0.407004794797133
0.109193952670973	0.42912946955164
0.115617126357501	0.45079913450888
0.122040300044029	0.472004917246663
0.128463473730557	0.492738472997301
0.134886647417085	0.512992013752023
0.141309821103612	0.53275832859356
0.14773299479014	0.55203078348143
0.154156168476668	0.570803369441222
0.160579342163196	0.589070690688951
0.167002515849724	0.606827965382348
0.173425689536252	0.624071081540064
0.179848863222779	0.64079654976151
0.186272036909307	0.657001526476694
0.192695210595835	0.672683842197029
0.199118384282363	0.687841945705857
0.205541557968891	0.702474947454909
0.211964731655419	0.716582607308501
0.218387905341947	0.730165279869141
0.224811079028474	0.743223982482075
0.231234252715002	0.755760330658027
0.23765742640153	0.76777649773942
0.244080600088058	0.77927530112871
0.250503773774586	0.790260080157411
0.256926947461114	0.800734709711626
0.263350121147641	0.810703632757028
0.269773294834169	0.820171750733425
0.276196468520697	0.829144463071315
0.282619642207225	0.83762764642694
0.289042815893753	0.845627564206961
0.295465989580281	0.853150933406909
0.301889163266808	0.86020484796385
0.308312336953336	0.866796712287794
0.314735510639864	0.872934335565725
0.321158684326392	0.878625791981779
0.32758185801292	0.883879418557973
0.334005031699448	0.888703861700467
0.340428205385975	0.893107949714823
0.346851379072503	0.897100725829585
0.353274552759031	0.900691439706408
0.359697726445559	0.903889449854476
