# PSR (1/year) over age (year) (exp.sim_9_kappa_0_c1)
# PSR of model 'exp.sim_9_kappa_0_c1'
#
# exp.sim_9_kappa_0_c1
age	PSR
0	0
0.00237711603691858	0.000831048911073337
0.00475423207383716	0.00167128117777588
0.00713134811075574	0.00252068468519923
0.00950846414767432	0.00337954395329633
0.0118855801845929	0.0042479286791512
0.0142626962215115	0.00512586168531355
0.0166398122584301	0.0060136229402769
0.0190169282953486	0.00691118728563087
0.0213940443322672	0.00781882520553329
0.0237711603691858	0.00873656263585116
0.0261482764061044	0.00966444991711517
0.028525392443023	0.0106027493139242
0.0309025084799415	0.0115514174505573
0.0332796245168601	0.0125107039234878
0.0356567405537787	0.013480627837484
0.0380338565906973	0.0144612215359575
0.0404109726276159	0.0154527225783209
0.0427880886645344	0.0164551667719466
0.045165204701453	0.0174685539801326
0.0475423207383716	0.0184931077132656
0.0499194367752902	0.0195288950723356
0.0522965528122088	0.0205770063557307
0.0546736688491273	0.021636647518801
0.0570507848860459	0.0227078198918309
0.0594279009229645	0.023790565291273
0.0618050169598831	0.0248850680974052
0.0641821329968016	0.0259913564633278
0.0665592490337202	0.0271105824061133
0.0689363650706388	0.0282424384301196
0.0713134811075574	0.0293863428295109
0.073690597144476	0.030542413899238
0.0760677131813945	0.0317110689305937
0.0784448292183131	0.0328937170597123
0.0808219452552317	0.034088774156904
0.0831990612921503	0.0352962282152259
0.0855761773290689	0.0365178677825761
0.0879532933659875	0.0377529116709274
0.090330409402906	0.0390006998272424
0.0927075254398246	0.0402627552792613
0.0950846414767432	0.0415387686134694
0.0974617575136618	0.0428277141358364
0.0998388735505803	0.0441321326481969
0.102215989587499	0.0454499972145828
0.104593105624418	0.0467823508830003
0.106970221661336	0.0481295718183445
0.109347337698255	0.0494906555377825
0.111724453735173	0.0508676292933825
0.114101569772092	0.0522585020753431
0.11647868580901	0.053665670971393
0.118855801845929	0.0550869947456107
0.121232917882848	0.0565247125174833
0.123610033919766	0.0579774635212424
0.125987149956685	0.059446129696705
0.128364265993603	0.0609308359316451
0.130741382030522	0.0624308522124471
0.13311849806744	0.0639484282917725
0.135495614104359	0.0654815811067527
0.137872730141278	0.0670311985576246
0.140249846178196	0.0685981621773085
0.142626962215115	0.0701815761588172
0.145004078252033	0.0717815757486477
0.147381194288952	0.0733999287115619
0.149758310325871	0.0750352977848161
0.152135426362789	0.0766878242604084
0.154512542399708	0.0783579760358147
0.156889658436626	0.0800468282862785
