# lambda (1/year) over age (year) (exp.sim_9_kappa_0_c1)
# lambda of model 'exp.sim_9_kappa_0_c1'
#
# exp.sim_9_kappa_0_c1
age	lambda
0	9.1761642892357
0.00237711603691858	9.17635205412164
0.00475423207383716	9.17653981900757
0.00713134811075574	9.17672758389351
0.00950846414767432	9.17691534877945
0.0118855801845929	9.17710311366539
0.0142626962215115	9.17729087855133
0.0166398122584301	9.17747864343727
0.0190169282953486	9.17766640832321
0.0213940443322672	9.17785417320914
0.0237711603691858	9.17804193809508
0.0261482764061044	9.17822970298102
0.028525392443023	9.17841746786696
0.0309025084799415	9.1786052327529
0.0332796245168601	9.17879299763884
0.0356567405537787	9.17898076252478
0.0380338565906973	9.17916852741071
0.0404109726276159	9.17935629229665
0.0427880886645344	9.17954405718259
0.045165204701453	9.17973182206853
0.0475423207383716	9.17991958695447
0.0499194367752902	9.18010735184041
0.0522965528122088	9.18029511672634
0.0546736688491273	9.18048288161228
0.0570507848860459	9.1806715918828
0.0594279009229645	9.18086460674983
0.0618050169598831	9.18105785938771
0.0641821329968016	9.18125111202558
0.0665592490337202	9.18144436466345
0.0689363650706388	9.18163761730133
0.0713134811075574	9.1818308699392
0.073690597144476	9.18202412257708
0.0760677131813945	9.18221737521495
0.0784448292183131	9.18241062785283
0.0808219452552317	9.1826038804907
0.0831990612921503	9.18279713312858
0.0855761773290689	9.18299038576645
0.0879532933659875	9.18318363840433
0.090330409402906	9.1833768910422
0.0927075254398246	9.18357014368008
0.0950846414767432	9.18376339631795
0.0974617575136618	9.18395664895583
0.0998388735505803	9.1841499015937
0.102215989587499	9.18434315423158
0.104593105624418	9.18453640686945
0.106970221661336	9.18472965950732
0.109347337698255	9.1849229121452
0.111724453735173	9.18511616478307
0.114101569772092	9.18530941742095
0.11647868580901	9.18550267005882
0.118855801845929	9.1856959226967
0.121232917882848	9.18588917533457
0.123610033919766	9.18608242797245
0.125987149956685	9.18627568061032
0.128364265993603	9.18646893324819
0.130741382030522	9.18666218588607
0.13311849806744	9.18685543852395
0.135495614104359	9.18704869116182
0.137872730141278	9.18724194379969
0.140249846178196	9.18743519643757
0.142626962215115	9.18762844907544
0.145004078252033	9.18782170171332
0.147381194288952	9.18801495435119
0.149758310325871	9.18820820698907
0.152135426362789	9.18840145962694
0.154512542399708	9.18859471226482
0.156889658436626	9.18878796490269
0.159266774473545	9.18898499280094
0.161643890510463	9.18918371186304
0.164021006547382	9.18938261264184
0.166398122584301	9.18958151342065
0.168775238621219	9.18978041419945
0.171152354658138	9.18997931497826
0.173529470695056	9.19017821575707
0.175906586731975	9.19037711653587
0.178283702768893	9.19057601731468
0.180660818805812	9.19077491809348
0.183037934842731	9.19097381887229
0.185415050879649	9.19117271965109
0.187792166916568	9.1913716204299
0.190169282953486	9.19157052120871
0.192546398990405	9.19176942198751
0.194923515027324	9.19196832276632
0.197300631064242	9.19216722354512
0.199677747101161	9.19236612432393
0.202054863138079	9.19256502510273
0.204431979174998	9.19276392588154
0.206809095211916	9.19296282666035
0.209186211248835	9.19316172743915
0.211563327285754	9.19336062821796
0.213940443322672	9.19355952899676
0.216317559359591	9.19375842977557
0.218694675396509	9.19395733055437
0.221071791433428	9.19415623133318
0.223448907470346	9.19435513211199
0.225826023507265	9.19455403289079
0.228203139544184	9.1947529336696
0.230580255581102	9.1949518344484
0.232957371618021	9.19515073522721
0.235334487654939	9.19534963600601
0.237711603691858	9.19554853678482
0.240088719728777	9.19574743756363
0.242465835765695	9.19594633834243
0.244842951802614	9.19614523912124
0.247220067839532	9.19634413990004
0.249597183876451	9.19654304067885
0.251974299913369	9.19674194145765
0.254351415950288	9.19694084223646
0.256728531987207	9.19713974301527
0.259105648024125	9.19734034029927
0.261482764061044	9.19754419213456
0.263859880097962	9.19774890613094
0.266236996134881	9.19795362012731
0.268614112171799	9.19815833412369
0.270991228208718	9.19836304812007
0.273368344245637	9.19856776211644
0.275745460282555	9.19877247611282
0.278122576319474	9.19897719010919
0.280499692356392	9.19918190410557
0.282876808393311	9.19938661810195
0.28525392443023	9.19959133209832
0.287631040467148	9.1997960460947
0.290008156504067	9.20000076009108
0.292385272540985	9.20020547408745
0.294762388577904	9.20041018808383
0.297139504614822	9.2006149020802
0.299516620651741	9.20081961607658
0.30189373668866	9.20102433007295
0.304270852725578	9.20122904406933
0.306647968762497	9.20143375806571
0.309025084799415	9.20163847206208
0.311402200836334	9.20184318605846
0.313779316873253	9.20204790005484
0.316156432910171	9.20225261405121
0.31853354894709	9.20245732804759
0.320910664984008	9.20266204204396
0.323287781020927	9.20286675604034
0.325664897057845	9.20307147003671
0.328042013094764	9.20327618403309
0.330419129131683	9.20348089802947
0.332796245168601	9.20368561202584
0.33517336120552	9.20389032602222
0.337550477242438	9.2040950400186
0.339927593279357	9.20429975401497
0.342304709316275	9.20450446801135
0.344681825353194	9.20470918200772
0.347058941390113	9.2049138960041
0.349436057427031	9.20511861000048
0.35181317346395	9.20532332399685
0.354190289500868	9.20552803799323
0.356567405537787	9.2057327519896
0.358944521574706	9.20593746598598
0.361321637611624	9.20614610619785
0.363698753648543	9.20635677100669
0.366075869685461	9.20656746812193
0.36845298572238	9.20677816523716
0.370830101759298	9.2069888623524
0.373207217796217	9.20719955946763
0.375584333833136	9.20741025658287
0.377961449870054	9.2076209536981
0.380338565906973	9.20783165081333
0.382715681943891	9.20804234792857
0.38509279798081	9.2082530450438
0.387469914017728	9.20846374215904
0.389847030054647	9.20867443927427
0.392224146091566	9.20888513638951
0.394601262128484	9.20909583350474
0.396978378165403	9.20930653061998
0.399355494202321	9.20951722773521
0.40173261023924	9.20972792485045
0.404109726276159	9.20993862196568
0.406486842313077	9.21014931908091
0.408863958349996	9.21036001619615
0.411241074386914	9.21057071331138
0.413618190423833	9.21078141042662
0.415995306460751	9.21099210754185
0.41837242249767	9.21120280465709
0.420749538534589	9.21141350177232
0.423126654571507	9.21162419888755
0.425503770608426	9.21183489600279
0.427880886645344	9.21204559311802
0.430258002682263	9.21225629023326
0.432635118719181	9.21246698734849
0.4350122347561	9.21267768446373
0.437389350793019	9.21288838157896
0.439766466829937	9.21309907869419
0.442143582866856	9.21330977580943
0.444520698903774	9.21352047292466
0.446897814940693	9.2137311700399
0.449274930977612	9.21394186715513
0.45165204701453	9.21415256427037
0.454029163051449	9.2143632613856
0.456406279088367	9.21457395850084
0.458783395125286	9.21478465561607
0.461160511162204	9.21499742062219
0.463537627199123	9.21521318145004
0.465914743236042	9.21543003655108
0.46829185927296	9.21564689165212
0.470668975309879	9.21586374675316
0.473046091346797	9.21608060185419
0.475423207383716	9.21629745695523
0.477800323420634	9.21651431205627
0.480177439457553	9.21673116715731
0.482554555494472	9.21694802225835
0.48493167153139	9.21716487735939
0.487308787568309	9.21738173246042
0.489685903605227	9.21759858756146
0.492063019642146	9.2178154426625
0.494440135679065	9.21803229776354
0.496817251715983	9.21824915286458
0.499194367752902	9.21846600796562
0.50157148378982	9.21868286306665
0.503948599826739	9.21889971816769
