# density over age (year) (exp.sim_4_kappa_0_c1)
# Normalized LTT of model 'exp.sim_4_kappa_0_c1'
#
# exp.sim_4_kappa_0_c1
age	nLTT
0	0
0.00325868478078757	0.0241085848346012
0.00651736956157514	0.0479369192116484
0.00977605434236271	0.0714870208049541
0.0130347391231503	0.094761295263282
0.0162934239039379	0.117761686610779
0.0195521086847254	0.140489674988275
0.022810793465513	0.162947136334871
0.0260694782463006	0.18513653900165
0.0293281630270881	0.207059164892146
0.0325868478078757	0.228716999037829
0.0358455325886633	0.25011167242176
0.0391042173694508	0.271244902325656
0.0423629021502384	0.29211846127272
0.045621586931026	0.312733803899724
0.0488802717118136	0.333092841229396
0.0521389564926011	0.353196866697138
0.0553976412733887	0.373047645596214
0.0586563260541763	0.392646600927248
0.0619150108349638	0.411995249839824
0.0651736956157514	0.431095155478064
0.068432380396539	0.449947590370063
0.0716910651773266	0.468554254259617
0.0749497499581141	0.486916269991455
0.0782084347389017	0.505035210563835
0.0814671195196893	0.522912320830127
0.0847258043004768	0.540548946200594
0.0879844890812644	0.557946469521033
0.091243173862052	0.575106010773518
0.0945018586428396	0.592029076114185
0.0977605434236271	0.608716588986062
0.101019228204415	0.625169891590507
0.104277912985202	0.641390076441862
0.10753659776599	0.657378351498956
0.110795282546777	0.67313595433614
0.114053967327565	0.688663887828619
0.117312652108353	0.703963519967334
0.12057133688914	0.719035729795399
0.123830021669928	0.733881795907238
0.127088706450715	0.748502704433653
0.130347391231503	0.762899549975414
0.13360607601229	0.777073450005347
0.136864760793078	0.791025315269221
0.140123445573866	0.804756389728883
0.143382130354653	0.818267474497867
0.146640815135441	0.831559742205756
0.149899499916228	0.844634094124043
0.153158184697016	0.857491541491248
0.156416869477803	0.870133112726763
0.159675554258591	0.882559657135407
0.162934239039379	0.894772325069583
0.166192923820166	0.906771871025232
0.169451608600954	0.918559391354204
0.172710293381741	0.930135734114611
0.175968978162529	0.941501857051289
0.179227662943316	0.952658730499007
0.182486347724104	0.963607172586786
0.185745032504892	0.974348270387311
0.189003717285679	0.98488276243118
0.192262402066467	0.995211698123229
0.195521086847254	1.00533590326365
0.198779771628042	1.01525626410902
0.202038456408829	1.02497367493915
0.205297141189617	1.0344889561907
0.208555825970405	1.04380316562632
0.211814510751192	1.05291705983498
0.21507319553198	1.0618316739049
0.218331880312767	1.07054784554514
0.221590565093555	1.07906651597445
0.224849249874342	1.08738863303266
0.22810793465513	1.09551504272622
0.231366619435918	1.10344679695253
0.234625304216705	1.11118469248223
0.237883988997493	1.11872977198796
0.24114267377828	1.12608290754567
0.244401358559068	1.13324506904034
0.247660043339855	1.14021723151768
0.250918728120643	1.14700029080502
0.254177412901431	1.15359531864107
0.257436097682218	1.16000317603269
0.260694782463006	1.16622493706588
0.263953467243793	1.17226153229615
0.267212152024581	1.17811398268381
0.270470836805368	1.18378331372249
0.273729521586156	1.18927049218616
0.276988206366944	1.19457663207184
0.280246891147731	1.19970267873087
0.283505575928519	1.20464975794485
0.286764260709306	1.20941887877723
0.290022945490094	1.2140111317129
0.293281630270881	1.21842761181303
0.296540315051669	1.22266937043457
0.299798999832457	1.226737557673
0.303057684613244	1.23063319862749
0.306316369394032	1.23435748587866
0.309575054174819	1.237911526155
0.312833738955607	1.24129649703231
0.316092423736394	1.24451358116061
0.319351108517182	1.24756393614923
