# Reff over age (year) (exp.sim_4_kappa_0_c1)
# Reff of model 'exp.sim_4_kappa_0_c1'
#
# exp.sim_4_kappa_0_c1
age	Reff
0	4.06580237621061
0.00325868478078757	4.06628430084049
0.00651736956157514	4.06676650238998
0.00977605434236271	4.06724898109784
0.0130347391231503	4.06773173720309
0.0162934239039379	4.06821477094502
0.0195521086847254	4.06869808256322
0.022810793465513	4.06918167229754
0.0260694782463006	4.06966554038809
0.0293281630270881	4.0701496870753
0.0325868478078757	4.07063411259983
0.0358455325886633	4.07111881720264
0.0391042173694508	4.07160380112497
0.0423629021502384	4.07208906460834
0.045621586931026	4.07257460789454
0.0488802717118136	4.07306043122563
0.0521389564926011	4.07354653484396
0.0553976412733887	4.07403291899218
0.0586563260541763	4.07451958391319
0.0619150108349638	4.07500652985017
0.0651736956157514	4.0754937570466
0.068432380396539	4.07598126574624
0.0716910651773266	4.07646905619312
0.0749497499581141	4.07695712863155
0.0782084347389017	4.07744548330614
0.0814671195196893	4.07793412046177
0.0847258043004768	4.0784230403436
0.0879844890812644	4.07891224319709
0.091243173862052	4.07940172926796
0.0945018586428396	4.07988866598595
0.0977605434236271	4.08037035504693
0.101019228204415	4.08084915146062
0.104277912985202	4.08132822784729
0.10753659776599	4.08180758445257
0.110795282546777	4.0822872215224
0.114053967327565	4.08276713930299
0.117312652108353	4.08324733804084
0.12057133688914	4.08372781798275
0.123830021669928	4.0842085793758
0.127088706450715	4.08468962246736
0.130347391231503	4.08517094750509
0.13360607601229	4.08565255473694
0.136864760793078	4.08613444441115
0.140123445573866	4.08661661677627
0.143382130354653	4.08709907208111
0.146640815135441	4.08758181057479
0.149899499916228	4.08806483250673
0.153158184697016	4.08854813812661
0.156416869477803	4.08903172768445
0.159675554258591	4.08951560143053
0.162934239039379	4.08999975961544
0.166192923820166	4.09048420249005
0.169451608600954	4.09096893030554
0.172710293381741	4.09145394331338
0.175968978162529	4.09193924176533
0.179227662943316	4.09242482591347
0.182486347724104	4.09291069601014
0.185745032504892	4.093396852308
0.189003717285679	4.09388329506001
0.192262402066467	4.09437002451942
0.195521086847254	4.09485704093978
0.198779771628042	4.09533283855188
0.202038456408829	4.09580861478642
0.205297141189617	4.09628466923602
0.208555825970405	4.09676100726804
0.211814510751192	4.09723762913595
0.21507319553198	4.09771453509351
0.218331880312767	4.09819172539479
0.221590565093555	4.09866920029418
0.224849249874342	4.09914696004635
0.22810793465513	4.09962500490628
0.231366619435918	4.10010333512927
0.234625304216705	4.1005819509709
0.237883988997493	4.10106085268707
0.24114267377828	4.10154004053398
0.244401358559068	4.10201951476815
0.247660043339855	4.10249927564639
0.250918728120643	4.10297932342583
0.254177412901431	4.10345965836389
0.257436097682218	4.10394028071832
0.260694782463006	4.10442119074715
0.263953467243793	4.10490238870876
0.267212152024581	4.1053838748618
0.270470836805368	4.10586564946526
0.273729521586156	4.10634771277841
0.276988206366944	4.10683006506085
0.280246891147731	4.1073127065725
0.283505575928519	4.10779563757358
0.286764260709306	4.10827885832461
0.290022945490094	4.10876236908645
0.293281630270881	4.10924617012024
0.296540315051669	4.10972727545523
0.299798999832457	4.11020281988089
0.303057684613244	4.11067537587654
0.306316369394032	4.11114821861269
0.309575054174819	4.1116213483504
0.312833738955607	4.11209476535107
0.316092423736394	4.11256846987637
0.319351108517182	4.11304246218834
0.32260979329797	4.11351674254931
0.325868478078757	4.11399131122193
0.329127162859545	4.11446616846918
0.332385847640332	4.11494131455434
0.33564453242112	4.11541674974105
0.338903217201907	4.11589247429322
0.342161901982695	4.11636848847511
0.345420586763483	4.11684479255131
0.34867927154427	4.11732138678672
0.351937956325058	4.11779827144655
0.355196641105845	4.11827544679636
0.358455325886633	4.11875291310201
0.36171401066742	4.11923067062971
0.364972695448208	4.11970871964596
0.368231380228995	4.12018706041763
0.371490065009783	4.12066569321186
0.374748749790571	4.12114461829617
0.378007434571358	4.12162383593838
0.381266119352146	4.12210334640664
0.384524804132933	4.12258314996942
0.387783488913721	4.12306324689555
0.391042173694508	4.12354363745414
0.394300858475296	4.12402432191467
0.397559543256084	4.12450395518149
0.400818228036871	4.12497440560126
0.404076912817659	4.12544353916754
0.407335597598446	4.12591296292932
0.410594282379234	4.12638267715596
0.413852967160022	4.12685268211712
0.417111651940809	4.12732297808283
0.420370336721597	4.12779356532343
0.423629021502384	4.1282644441096
0.426887706283172	4.12873561471237
0.430146391063959	4.12920707740308
0.433405075844747	4.12967883245342
0.436663760625534	4.13015088013543
0.439922445406322	4.13062322072148
0.44318113018711	4.13109585448425
0.446439814967897	4.1315687816968
0.449698499748685	4.13204200263251
0.452957184529472	4.1325155175651
0.45621586931026	4.13298932676863
0.459474554091047	4.1334634305175
0.462733238871835	4.13393782908645
0.465991923652623	4.13441252275058
