# PDR (1/year) over age (year) (exp.sim_10_kappa_0_c1)
# PDR of model 'exp.sim_10_kappa_0_c1'
#
# exp.sim_10_kappa_0_c1
age	PDR
0	3.2462952678657
0.00384950707648751	3.24622605891996
0.00769901415297503	3.24615686087254
0.0115485212294625	3.24608767371449
0.0153980283059501	3.24601849743668
0.0192475353824376	3.24594933203024
0.0230970424589251	3.24553871017172
0.0269465495354126	3.24499479682093
0.0307960566119001	3.24487414735439
0.0346455636883876	3.24475350838923
0.0384950707648751	3.24463287991674
0.0423445778413627	3.24451226192849
0.0461940849178502	3.24439165441592
0.0500435919943377	3.24427105737035
0.0538930990708252	3.24415047078336
0.0577426061473127	3.24402989464638
0.0615921132238002	3.2439093289509
0.0654416203002877	3.24378877368844
0.0692911273767753	3.24366822885038
0.0731406344532628	3.24354769442835
0.0769901415297503	3.24342717041385
0.0808396486062378	3.24330665679831
0.0846891556827253	3.24318615357336
0.0885386627592128	3.24306566073051
0.0923881698357003	3.24294517826136
0.0962376769121879	3.24282470615735
0.100087183988675	3.24270424441017
0.103936691065163	3.24258379301136
0.10778619814165	3.24246335195254
0.111635705218138	3.24234292122521
0.115485212294625	3.24222250082107
0.119334719371113	3.24210209073171
0.1231842264476	3.24175871347741
0.127033733524088	3.24106969555796
0.130883240600575	3.24089722296435
0.134732747677063	3.24072476033507
0.138582254753551	3.24055230766198
0.142431761830038	3.24037986493723
0.146281268906526	3.24020743215283
0.150130775983013	3.2400350093007
0.153980283059501	3.23986259637298
0.157829790135988	3.23969019336169
0.161679297212476	3.23951780025891
0.165528804288963	3.2393454170566
0.169378311365451	3.23917304374693
0.173227818441938	3.239000680322
0.177077325518426	3.23882832677376
0.180926832594913	3.23865598309444
0.184776339671401	3.23848364927614
0.188625846747888	3.23831132531085
0.192475353824376	3.23813901119081
0.196324860900863	3.23796670690816
0.200174367977351	3.2377944124549
0.204023875053838	3.23762212782332
0.207873382130326	3.23744985300552
0.211722889206813	3.2372775879937
0.215572396283301	3.23710533277993
0.219421903359788	3.23693308735649
0.223271410436276	3.23665136545835
0.227120917512763	3.23582159689671
0.230970424589251	3.235596693197
0.234819931665738	3.23537179895542
0.238669438742226	3.23514691416454
0.242518945818713	3.2349220388168
0.246368452895201	3.23469717290487
0.250217959971688	3.23447231642127
0.254067467048176	3.23424746935857
0.257916974124663	3.2340226317094
0.261766481201151	3.23379780346622
0.265615988277638	3.23357298462174
0.269465495354126	3.23334817516853
0.273315002430614	3.23312337509919
0.277164509507101	3.23289858440634
0.281014016583589	3.23267380308266
0.284863523660076	3.23244903112065
0.288713030736564	3.23222426851307
0.292562537813051	3.23199951525253
0.296412044889539	3.23177477133169
0.300261551966026	3.23155003674325
0.304111059042514	3.23132531147977
