# sampling proportion over age (year) (exp.sim_10_kappa_0_c1)
# Sampling proportion (psi/(mu+psi)) of model 'exp.sim_10_kappa_0_c1'
#
# exp.sim_10_kappa_0_c1
age	sampling_proportion
0	0.0065078209993658
0.00384950707648751	0.00650080576248025
0.00769901415297503	0.00649379936998027
0.0115485212294625	0.00648680180515069
0.0153980283059501	0.00647981305131845
0.0192475353824376	0.00647283309185245
0.0230970424589251	0.00646586989015329
0.0269465495354126	0.00645892625880018
0.0307960566119001	0.00645199177526973
0.0346455636883876	0.00644506618273678
0.0384950707648751	0.00643814946411299
0.0423445778413627	0.00643124160235379
0.0461940849178502	0.00642434258045822
0.0500435919943377	0.00641745238146884
0.0538930990708252	0.0064105709884715
0.0577426061473127	0.0064036983845953
0.0615921132238002	0.0063968345530124
0.0654416203002877	0.00638997947693786
0.0692911273767753	0.00638313313962958
0.0731406344532628	0.00637629552438809
0.0769901415297503	0.00636946661455645
0.0808396486062378	0.00636264639352011
0.0846891556827253	0.00635583484470677
0.0885386627592128	0.00634903195158624
0.0923881698357003	0.00634223769767033
0.0962376769121879	0.00633545206651269
0.100087183988675	0.00632867504170868
0.103936691065163	0.00632190660689527
0.10778619814165	0.00631514674575088
0.111635705218138	0.00630839544199522
0.115485212294625	0.00630165267938924
0.119334719371113	0.00629491844173492
0.1231842264476	0.00628819662276202
0.127033733524088	0.00628149357172052
0.130883240600575	0.006274800460322
0.134732747677063	0.00626811597083133
0.138582254753551	0.00626144008659944
0.142431761830038	0.00625477279102007
0.146281268906526	0.00624811406752969
0.150130775983013	0.00624146389960732
0.153980283059501	0.0062348222707744
0.157829790135988	0.00622818916459467
0.161679297212476	0.00622156456467402
0.165528804288963	0.00621494845466038
0.169378311365451	0.00620834081824354
0.173227818441938	0.00620174163915505
0.177077325518426	0.00619515090116809
0.180926832594913	0.0061885685880973
0.184776339671401	0.00618199468379871
0.188625846747888	0.00617542917216954
0.192475353824376	0.00616887203714811
0.196324860900863	0.0061623232627137
0.200174367977351	0.00615578283288641
0.204023875053838	0.00614925073172705
0.207873382130326	0.00614272694333699
0.211722889206813	0.00613621145185804
0.215572396283301	0.00612970424147233
0.219421903359788	0.00612320529640216
0.223271410436276	0.00611671597552165
0.227120917512763	0.00611024345738169
0.230970424589251	0.00610378154211595
0.234819931665738	0.0060973279893723
0.238669438742226	0.00609088278292802
0.242518945818713	0.00608444590660232
0.246368452895201	0.00607801734425622
0.250217959971688	0.0060715970797924
0.254067467048176	0.00606518509715506
0.257916974124663	0.0060587813803298
0.261766481201151	0.00605238591334351
0.265615988277638	0.00604599868026416
0.269465495354126	0.00603961966520075
0.273315002430614	0.00603324885230314
0.277164509507101	0.00602688622576192
0.281014016583589	0.0060205317698083
0.284863523660076	0.00601418546871392
0.288713030736564	0.00600784730679082
