# IPDR over age (year) (exp.sim_2_kappa_0_c1)
# Age-integrated pulled diversification rate (IPDR) of model 'exp.sim_2_kappa_0_c1'
#
# exp.sim_2_kappa_0_c1
age	IPDR
0	0
0.00296008999664624	0.00751724310547774
0.00592017999329249	0.0150398344560425
0.00888026998993873	0.0225677741400536
0.011840359986585	0.0301010622457778
0.0148004499832312	0.0376396988613865
0.0177605399798775	0.0451836840749593
0.0207206299765237	0.0527330179744818
0.02368071997317	0.0602877006478466
0.0266408099698162	0.067847732182853
0.0296008999664624	0.0754131126672084
0.0325609899631087	0.0829838421885267
0.0355210799597549	0.0905599208343295
0.0384811699564012	0.0981517968670023
0.0414412599530474	0.10575110969675
0.0444013499496937	0.11335599539663
0.0473614399463399	0.120966395237571
0.0503215299429862	0.128582309316126
0.0532816199396324	0.136203737728742
0.0562417099362786	0.143830680571758
0.0592017999329249	0.151463137941412
0.0621618899295711	0.159101109933836
0.0651219799262174	0.166744596645054
0.0680820699228636	0.174393598170991
0.0710421599195099	0.182048114607462
0.0740022499161561	0.189708146050181
0.0769623399128024	0.197373692594757
0.0799224299094486	0.205044754336694
0.0828825199060948	0.212721331371394
0.0858426099027411	0.220403423794155
0.0888026998993873	0.228091031700169
0.0917627898960336	0.235784155184527
0.0947228798926798	0.243482794342216
0.0976829698893261	0.25118694926812
0.100643059885972	0.258896620057021
0.103603149882619	0.266611806803595
0.106563239879265	0.27433250960242
0.109523329875911	0.282058728547966
0.112483419872557	0.289790463734606
0.115443509869204	0.297527715256606
0.11840359986585	0.305270483208135
0.121363689862496	0.313018767683255
0.124323779859142	0.32077256877593
0.127283869855788	0.32853188658002
0.130243959852435	0.336296721189284
0.133204049849081	0.344067072697382
0.136164139845727	0.351842941197868
0.139124229842373	0.359633633192041
0.14208431983902	0.367433128409096
0.145044409835666	0.37523857809469
0.148004499832312	0.383049715917075
0.150964589828958	0.390866541979449
0.153924679825605	0.398689056384895
0.156884769822251	0.40651725923638
0.159844859818897	0.414351150636758
0.162804949815543	0.422190730688767
0.16576503981219	0.43003599949503
0.168725129808836	0.437886957158057
0.171685219805482	0.445743603780244
0.174645309802128	0.453605939463871
0.177605399798775	0.461473964311107
0.180565489795421	0.469347678424006
0.183525579792067	0.477227081904506
0.186485669788713	0.485112174854437
0.18944575978536	0.493002957375512
0.192405849782006	0.500899429569331
0.195365939778652	0.508801591537384
0.198326029775298	0.516709443381045
0.201286119771945	0.524622985201578
0.204246209768591	0.532542217100133
0.207206299765237	0.54046713917775
0.210166389761883	0.548397751535355
0.21312647975853	0.556334054273762
0.216086569755176	0.564276047493676
0.219046659751822	0.572223731295687
0.222006749748468	0.580177105780277
0.224966839745115	0.588136171047815
0.227926929741761	0.596100927198558
0.230887019738407	0.604071374332656
0.233847109735053	0.612047512550143
0.2368071997317	0.620029341950947
0.239767289728346	0.628025043081813
0.242727379724992	0.636030824273179
0.245687469721638	0.644043029535745
0.248647559718285	0.652061103461916
0.251607649714931	0.660085046161902
0.254567739711577	0.668114857745788
0.257527829708223	0.676150538323534
0.26048791970487	0.684192088004975
0.263448009701516	0.69223950689982
0.266408099698162	0.700292795117652
0.269368189694808	0.708351952767931
0.272328279691454	0.716416979959993
0.275288369688101	0.724487876803048
0.278248459684747	0.732564643406181
0.281208549681393	0.740647279878356
0.284168639678039	0.74873578632841
0.287128729674686	0.756830162865059
0.290088819671332	0.764930409596894
0.293048909667978	0.773036526632382
0.296008999664624	0.78114851407987
0.298969089661271	0.789266372047578
0.301929179657917	0.797390100643607
0.304889269654563	0.805519699975933
0.307849359651209	0.813655170152411
0.310809449647856	0.821796511280773
0.313769539644502	0.82994372346863
0.316729629641148	0.83809680682347
0.319689719637794	0.84625576145266
0.322649809634441	0.854420587463446
0.325609899631087	0.862591284962953
0.328569989627733	0.870767854058182
0.331530079624379	0.878950294856019
0.334490169621026	0.887138607463223
0.337450259617672	0.895332791986436
0.340410349614318	0.903539922709406
0.343370439610964	0.911758312172828
0.346330529607611	0.919983688243875
0.349290619604257	0.928215120263056
0.352250709600903	0.936452608347972
0.355210799597549	0.944696152616089
0.358170889594196	0.952945753184738
0.361130979590842	0.961201410171108
0.364091069587488	0.969463123692259
0.367051159584134	0.977730893865108
0.370011249580781	0.986004720806439
0.372971339577427	0.9942846046329
0.375931429574073	1.002570545461
0.378891519570719	1.01086254340713
0.381851609567366	1.01916059858751
0.384811699564012	1.02746471111826
0.387771789560658	1.03577488111535
0.390731879557304	1.04409110869462
0.39369196955395	1.05241339397177
0.396652059550597	1.06074173706236
0.399612149547243	1.06907613808184
0.402572239543889	1.07741659714551
0.405532329540535	1.08576311436853
0.408492419537182	1.09411568986593
0.411452509533828	1.10247432375262
0.414412599530474	1.11083901614337
0.41737268952712	1.11920976715281
0.420332779523767	1.12758657689545
0.423292869520413	1.13596944548565
0.426252959517059	1.14435837303766
0.429213049513705	1.15275335966558
