# sampling proportion over age (year) (exp.sim_4_kappa_0_c1)
# Sampling proportion (psi/(mu+psi)) of model 'exp.sim_4_kappa_0_c1'
#
# exp.sim_4_kappa_0_c1
age	sampling_proportion
0	0.20329570596787
0.0058176154793421	0.203324612361761
0.0116352309586842	0.20335352519862
0.0174528464380263	0.203382444480601
0.0232704619173684	0.203411370209862
0.0290880773967105	0.203440302388556
0.0349056928760526	0.203469241018842
0.0407233083553947	0.203498186102879
0.0465409238347368	0.203527137642824
0.0523585393140789	0.203556095640839
0.058176154793421	0.203585060099084
0.0639937702727631	0.203614031019721
0.0698113857521052	0.203643008404914
0.0756290012314473	0.203671992256826
0.0814466167107894	0.203700982577623
0.0872642321901315	0.20372997936947
0.0930818476694736	0.203758982634534
0.0988994631488156	0.203787992374983
0.104717078628158	0.203817423500164
0.1105346941075	0.203847076157564
0.116352309586842	0.203876743868145
0.122169925066184	0.203906418310884
0.127987540545526	0.203936099488072
0.133805156024868	0.203965787402003
0.13962277150421	0.203995482054969
0.145440386983552	0.204025183449267
0.151258002462895	0.204054891587192
0.157075617942237	0.20408460647104
0.162893233421579	0.20411432810311
0.168710848900921	0.204144056485701
0.174528464380263	0.204173791621113
0.180346079859605	0.204203533511646
0.186163695338947	0.204233282159604
0.191981310818289	0.20426303756729
0.197798926297631	0.204292799737007
0.203616541776973	0.204322782351409
0.209434157256316	0.204353182101989
0.215251772735658	0.20438362222034
0.221069388215	0.204414069369327
0.226887003694342	0.204444523551388
0.232704619173684	0.204474984768959
0.238522234653026	0.204505453024478
0.244339850132368	0.204535928320386
0.25015746561171	0.204566410659121
0.255975081091052	0.204596900043127
0.261792696570394	0.204627396474846
0.267610312049736	0.204657899956722
0.273427927529079	0.204688410491199
0.279245543008421	0.204718928080725
0.285063158487763	0.204749452727746
0.290880773967105	0.204779984434711
0.296698389446447	0.20481052320407
0.302516004925789	0.204841085725901
0.308333620405131	0.204872239274641
0.314151235884473	0.204903476706945
0.319968851363815	0.204934721482667
0.325786466843157	0.204965973604396
0.3316040823225	0.204997233074723
0.337421697801842	0.205028499896241
0.343239313281184	0.205059774071543
0.349056928760526	0.205091055603224
0.354874544239868	0.205122344493879
0.36069215971921	0.205153640746106
0.366509775198552	0.205184944362502
0.372327390677894	0.205216255345668
0.378145006157236	0.205247573698205
0.383962621636578	0.205278899422714
0.389780237115921	0.205310232521798
0.395597852595263	0.205341572998062
0.401415468074605	0.205372920854112
0.407233083553947	0.205404691387445
0.413050699033289	0.205436719649749
0.418868314512631	0.20546878794132
0.424685929991973	0.205500863906885
0.430503545471315	0.205532947549198
0.436321160950657	0.205565038871016
0.442138776429999	0.205597137875096
0.447956391909342	0.205629244564197
0.453774007388684	0.205661358941079
0.459591622868026	0.205693481008504
0.465409238347368	0.205725610769235
0.47122685382671	0.205757748226036
0.477044469306052	0.205789893381672
0.482862084785394	0.20582204623891
0.488679700264736	0.205854206800518
0.494497315744078	0.205886375069266
0.50031493122342	0.205918551047925
0.506132546702762	0.205950955273529
0.511950162182105	0.20598377918268
0.517767777661447	0.206016697890728
0.523585393140789	0.20604962461659
0.529403008620131	0.206082559363194
0.535220624099473	0.206115502133472
0.541038239578815	0.206148452930357
0.546855855058157	0.206181411756782
0.552673470537499	0.206214378615682
0.558491086016841	0.206247353509996
0.564308701496183	0.20628033644266
0.570126316975526	0.206313327416614
0.575943932454868	0.2063463264348
0.58176154793421	0.20637933350016
0.587579163413552	0.206412348615638
0.593396778892894	0.206445371784179
0.599214394372236	0.20647840300873
0.605032009851578	0.206511474034702
0.61084962533092	0.206545099943292
0.616667240810262	0.206578897024898
0.622484856289604	0.206612702484797
0.628302471768946	0.206646516326104
0.634120087248289	0.206680338551937
0.639937702727631	0.206714169165414
0.645755318206973	0.206748008169656
0.651572933686315	0.206781855567785
0.657390549165657	0.206815711362925
0.663208164644999	0.2068495755582
0.669025780124341	0.206883448156738
0.674843395603683	0.206917329161666
0.680661011083025	0.206951218576115
0.686478626562367	0.206985116403216
0.69229624204171	0.207019022646101
0.698113857521052	0.207052937307906
0.703931473000394	0.207086860391765
0.709749088479736	0.207121199771107
0.715566703959078	0.207155848312984
0.72138431943842	0.207190561585102
0.727201934917762	0.207225283616836
0.733019550397104	0.207260014411501
0.738837165876446	0.207294753972417
0.744654781355788	0.207329502302901
0.750472396835131	0.207364259406276
0.756290012314473	0.207399025285863
0.762107627793815	0.207433799944988
0.767925243273157	0.207468583386976
0.773742858752499	0.207503375615156
0.779560474231841	0.207538176632856
0.785378089711183	0.207572986443408
0.791195705190525	0.207607805050145
0.797013320669867	0.2076426324564
0.802830936149209	0.207677468665512
0.808648551628552	0.207712535748551
0.814466167107894	0.207748032760572
0.820283782587236	0.20778368407697
0.826101398066578	0.207819344549655
0.83191901354592	0.207855014182154
0.837736629025262	0.207890692977998
