# density over age (year) (exp.sim_4_kappa_0_c1)
# Normalized LTT of model 'exp.sim_4_kappa_0_c1'
#
# exp.sim_4_kappa_0_c1
age	nLTT
0	0
0.0058176154793421	0.0107212420214604
0.0116352309586842	0.0214590290259816
0.0174528464380263	0.0322044937878126
0.0232704619173684	0.0429488030272579
0.0290880773967105	0.0536831837459388
0.0349056928760526	0.0643989490485024
0.0407233083553947	0.0750875232899157
0.0465409238347368	0.0857404663955133
0.0523585393140789	0.0963494972105642
0.058176154793421	0.10690651574708
0.0639937702727631	0.117403624207747
0.0698113857521052	0.12783314668008
0.0756290012314473	0.138187644137542
0.0814466167107894	0.148459940266912
0.0872642321901315	0.158643128800187
0.0930818476694736	0.168730588793675
0.0988994631488156	0.178715996975915
0.104717078628158	0.18859335223982
0.1105346941075	0.198356986479387
0.116352309586842	0.208001547290858
0.122169925066184	0.21752200485604
0.127987540545526	0.226913662186509
0.133805156024868	0.236172157233441
0.13962277150421	0.245293463486712
0.145440386983552	0.254273885165753
0.151258002462895	0.26311006565833
0.157075617942237	0.271798975870558
0.162893233421579	0.280337909879831
0.168710848900921	0.28872448030931
0.174528464380263	0.296956611520813
0.180346079859605	0.305032531885327
0.186163695338947	0.312950765226323
0.191981310818289	0.320710121530997
0.197798926297631	0.328309687023594
0.203616541776973	0.335748829012549
0.209434157256316	0.343027207673631
0.215251772735658	0.350144722313872
0.221069388215	0.357101474504835
0.226887003694342	0.363897785693099
0.232704619173684	0.37053418349969
0.238522234653026	0.377011391513635
0.244339850132368	0.38333031727973
0.25015746561171	0.389492040353002
0.255975081091052	0.395497800474714
0.261792696570394	0.401348985919568
0.267610312049736	0.407047122058699
0.273427927529079	0.412593860177942
0.279245543008421	0.417990966586072
0.285063158487763	0.423240309634214
0.290880773967105	0.428343854812636
0.296698389446447	0.433303653549247
0.302516004925789	0.438121831773991
0.308333620405131	0.442800642192616
0.314151235884473	0.447342433648596
0.319968851363815	0.451749512792597
0.325786466843157	0.456024243298037
0.3316040823225	0.46016900339975
0.337421697801842	0.464186204033817
0.343239313281184	0.468078275653225
0.349056928760526	0.471847662035175
0.354874544239868	0.475496812333537
0.36069215971921	0.47902817945409
0.366509775198552	0.482444216922331
0.372327390677894	0.485747367769656
0.378145006157236	0.488940063213137
0.383962621636578	0.492024718714939
0.389780237115921	0.495003730374145
0.395597852595263	0.497879471637117
0.401415468074605	0.500654290312265
0.407233083553947	0.503330547957331
0.413050699033289	0.505910666425811
0.418868314512631	0.508396911279576
0.424685929991973	0.510791562450179
0.430503545471315	0.513096763991211
0.436321160950657	0.515314722179795
0.442138776429999	0.51744751620465
0.447956391909342	0.519497251434334
0.453774007388684	0.521465944011677
0.459591622868026	0.523355597274107
0.465409238347368	0.525168156957375
0.47122685382671	0.526905527376672
0.477044469306052	0.528569579776996
0.482862084785394	0.530162135794221
0.488679700264736	0.531684952059261
0.494497315744078	0.533139796412001
0.50031493122342	0.534528307284404
0.506132546702762	0.535852206522475
0.511950162182105	0.537113155409056
0.517767777661447	0.538312834198452
0.523585393140789	0.539452763557958
0.529403008620131	0.540534429582005
0.535220624099473	0.541559277071543
0.541038239578815	0.542528710167908
0.546855855058157	0.543444083514868
0.552673470537499	0.544306734287976
0.558491086016841	0.545117968749027
0.564308701496183	0.545878978406622
0.570126316975526	0.546591034262615
0.575943932454868	0.547255275846196
0.58176154793421	0.547872847369731
0.587579163413552	0.548444872566372
0.593396778892894	0.548972419716438
0.599214394372236	0.549456507158392
0.605032009851578	0.549898143370443
0.61084962533092	0.550298417602136
0.616667240810262	0.550658357130395
0.622484856289604	0.550978928631534
0.628302471768946	0.551261037577733
0.634120087248289	0.551505492059207
0.639937702727631	0.551713200297606
0.645755318206973	0.551884925505073
0.651572933686315	0.552021463957657
0.657390549165657	0.552123593399544
0.663208164644999	0.552192033047267
0.669025780124341	0.552227518882721
0.674843395603683	0.55223072081405
0.680661011083025	0.55220229874094
0.686478626562367	0.552142915887441
0.69229624204171	0.552053204230674
0.698113857521052	0.551933756006501
0.703931473000394	0.55178518309115
0.709749088479736	0.551608047198404
0.715566703959078	0.551403059358109
0.72138431943842	0.551170803790563
0.727201934917762	0.550911816023705
0.733019550397104	0.550626562554396
0.738837165876446	0.55031557664029
0.744654781355788	0.549979329762527
0.750472396835131	0.54961824636185
0.756290012314473	0.549232785520585
0.762107627793815	0.548823396440935
0.767925243273157	0.548390495293578
0.773742858752499	0.547934489829331
0.779560474231841	0.547455771394965
0.785378089711183	0.546954700997281
0.791195705190525	0.546431690162035
0.797013320669867	0.545887069337808
0.802830936149209	0.545321197101247
0.808648551628552	0.544734433400383
0.814466167107894	0.544127191311645
0.820283782587236	0.543499894983477
0.826101398066578	0.542852885735111
0.83191901354592	0.542186438928008
0.837736629025262	0.541500863064732
0.843554244504604	0.540796471507281
0.849371859983946	0.540073528674554
0.855189475463288	0.539332303461451
0.86100709094263	0.538573094396217
0.866824706421973	0.537796143187961
0.872642321901315	0.53700169559561
0.878459937380657	0.536190012020353
0.884277552859999	0.535361338395562
0.890095168339341	0.534515914031952
0.895912783818683	0.533653971920405
0.901730399298025	0.532775731933803
0.907548014777367	0.5318814063985
0.913365630256709	0.530971277415746
0.919183245736051	0.53004569096983
0.925000861215393	0.529104883816869
0.930818476694736	0.528149024196464
0.936636092174078	0.527178346178492
0.94245370765342	0.526193051886259
0.948271323132762	0.525193295478095
0.954088938612104	0.524179322584722
0.959906554091446	0.523151263351057
0.965724169570788	0.522109350264547
0.97154178505013	0.521053727295624
0.977359400529472	0.519984593357379
0.983177016008814	0.518902112516711
0.988994631488156	0.517806449481416
0.994812246967499	0.516697784923316
1.00062986244684	0.515576282987315
1.00644747792618	0.514442089216128
1.01226509340552	0.513295400957995
1.01808270888487	0.512136496818075
1.02390032436421	0.51096557693271
1.02971793984355	0.509782794800839
1.03553555532289	0.508588301859057
1.04135317080224	0.507382257033669
1.04717078628158	0.506164810390469
1.05298840176092	0.504936110006862
1.05880601724026	0.503696302062538
1.0646236327196	0.50244553092622
1.07044124819895	0.501183939238623
1.07625886367829	0.499911666781653
1.08207647915763	0.49862885381368
1.08789409463697	0.497335638643984
1.09371171011631	0.496032157764969
1.09952932559566	0.494718546303185
1.105346941075	0.49339493808238
1.11116455655434	0.492061478110837
1.11698217203368	0.490718372025026
1.12279978751302	0.489365833128943
1.12861740299237	0.488004002143024
1.13443501847171	0.486633006570155
1.14025263395105	0.485252979503061
1.14607024943039	0.483864047659062
1.15188786490974	0.482466342179173
1.15770548038908	0.481059988888579
1.16352309586842	0.479645112739651
1.16934071134776	0.478221829278757
1.1751583268271	0.476790270774401
1.18097594230645	0.475350559415787
1.18679355778579	0.473902816529956
1.19261117326513	0.472447160005089
1.19842878874447	0.470983708173001
