# mu (1/year) over age (year) (exp.sim_4_kappa_0_c1)
# mu of model 'exp.sim_4_kappa_0_c1'
#
# exp.sim_4_kappa_0_c1
age	mu
0	6.24193732210762
0.0058176154793421	6.2410153943736
0.0116352309586842	6.24009346663958
0.0174528464380263	6.23917153890556
0.0232704619173684	6.23824961117154
0.0290880773967105	6.23732768343752
0.0349056928760526	6.23640575570351
0.0407233083553947	6.23548382796949
0.0465409238347368	6.23456190023547
0.0523585393140789	6.23363997250145
0.058176154793421	6.23271804476743
0.0639937702727631	6.23179611703341
0.0698113857521052	6.23087418929939
0.0756290012314473	6.22995226156537
0.0814466167107894	6.22903033383135
0.0872642321901315	6.22810840609733
0.0930818476694736	6.22718647836331
0.0988994631488156	6.22626455062929
0.104717078628158	6.22533218894667
0.1105346941075	6.22439442429694
0.116352309586842	6.22345645033551
0.122169925066184	6.22251847637408
0.127987540545526	6.22158050241264
0.133805156024868	6.22064252845121
0.13962277150421	6.21970455448978
0.145440386983552	6.21876658052834
0.151258002462895	6.21782860656691
0.157075617942237	6.21689063260547
0.162893233421579	6.21595265864404
0.168710848900921	6.21501468468261
0.174528464380263	6.21407671072117
0.180346079859605	6.21313873675974
0.186163695338947	6.2122007627983
0.191981310818289	6.21126278883687
0.197798926297631	6.21032481487544
0.203616541776973	6.20938153307472
0.209434157256316	6.2084280617575
0.215251772735658	6.20747376228275
0.221069388215	6.20651946280801
0.226887003694342	6.20556516333326
0.232704619173684	6.20461086385852
0.238522234653026	6.20365656438377
0.244339850132368	6.20270226490903
0.25015746561171	6.20174796543428
0.255975081091052	6.20079366595954
0.261792696570394	6.19983936648479
0.267610312049736	6.19888506701004
0.273427927529079	6.1979307675353
0.279245543008421	6.19697646806055
0.285063158487763	6.19602216858581
0.290880773967105	6.19506786911106
0.296698389446447	6.19411356963632
0.302516004925789	6.19315886078405
0.308333620405131	6.19218982938025
0.314151235884473	6.1912189202453
0.319968851363815	6.19024801111035
0.325786466843157	6.1892771019754
0.3316040823225	6.18830619284046
0.337421697801842	6.18733528370551
0.343239313281184	6.18636437457056
0.349056928760526	6.18539346543561
0.354874544239868	6.18442255630066
0.36069215971921	6.18345164716572
0.366509775198552	6.18248073803077
0.372327390677894	6.18150982889582
0.378145006157236	6.18053891976087
0.383962621636578	6.17956801062592
0.389780237115921	6.17859710149098
0.395597852595263	6.17762619235603
0.401415468074605	6.17665528322108
0.407233083553947	6.17567431648661
0.413050699033289	6.17468729224395
0.418868314512631	6.1736994843563
0.424685929991973	6.17271167646866
0.430503545471315	6.17172386858102
0.436321160950657	6.17073606069338
0.442138776429999	6.16974825280574
0.447956391909342	6.1687604449181
0.453774007388684	6.16777263703046
0.459591622868026	6.16678482914282
0.465409238347368	6.16579702125518
0.47122685382671	6.16480921336754
0.477044469306052	6.16382140547989
0.482862084785394	6.16283359759225
0.488679700264736	6.16184578970461
0.494497315744078	6.16085798181697
0.50031493122342	6.15987017392933
0.506132546702762	6.1588770933924
0.511950162182105	6.15787416750501
0.517767777661447	6.15686916674051
0.523585393140789	6.15586416597601
0.529403008620131	6.1548591652115
0.535220624099473	6.153854164447
0.541038239578815	6.1528491636825
0.546855855058157	6.15184416291799
0.552673470537499	6.15083916215349
0.558491086016841	6.14983416138899
0.564308701496183	6.14882916062448
0.570126316975526	6.14782415985998
0.575943932454868	6.14681915909548
0.58176154793421	6.14581415833097
0.587579163413552	6.14480915756647
0.593396778892894	6.14380415680197
0.599214394372236	6.14279915603746
0.605032009851578	6.1417934061934
0.61084962533092	6.14077475512069
0.616667240810262	6.1397522622359
0.622484856289604	6.13872976935111
0.628302471768946	6.13770727646632
0.634120087248289	6.13668478358153
0.639937702727631	6.13566229069674
0.645755318206973	6.13463979781196
0.651572933686315	6.13361730492716
0.657390549165657	6.13259481204237
0.663208164644999	6.13157231915759
0.669025780124341	6.1305498262728
0.674843395603683	6.129527333388
0.680661011083025	6.12850484050321
0.686478626562367	6.12748234761843
0.69229624204171	6.12645985473363
0.698113857521052	6.12543736184884
0.703931473000394	6.12441486896406
0.709749088479736	6.12338287941656
0.715566703959078	6.12234389322978
0.72138431943842	6.12130360377293
0.727201934917762	6.12026331431607
0.733019550397104	6.11922302485921
0.738837165876446	6.11818273540235
0.744654781355788	6.1171424459455
0.750472396835131	6.11610215648864
0.756290012314473	6.11506186703178
