# lineages over age (year) (exp.sim_5_kappa_0_c1)
# LTT of model 'exp.sim_5_kappa_0_c1'
#
# exp.sim_5_kappa_0_c1
age	LTT
0	NA
0.00996193505006134	Inf
0.0199238701001227	Inf
0.029885805150184	Inf
0.0398477402002454	Inf
0.0498096752503067	Inf
0.059771610300368	Inf
0.0697335453504294	Inf
0.0796954804004907	Inf
0.089657415450552	Inf
0.0996193505006134	Inf
0.109581285550675	Inf
0.119543220600736	Inf
0.129505155650797	Inf
0.139467090700859	Inf
0.14942902575092	Inf
0.159390960800981	Inf
0.169352895851043	Inf
0.179314830901104	Inf
0.189276765951165	Inf
0.199238701001227	Inf
0.209200636051288	Inf
0.219162571101349	Inf
0.229124506151411	Inf
0.239086441201472	Inf
0.249048376251533	Inf
0.259010311301595	Inf
0.268972246351656	Inf
0.278934181401717	Inf
0.288896116451779	Inf
0.29885805150184	Inf
0.308819986551902	Inf
0.318781921601963	Inf
0.328743856652024	Inf
0.338705791702086	Inf
0.348667726752147	Inf
0.358629661802208	Inf
0.36859159685227	Inf
0.378553531902331	Inf
0.388515466952392	Inf
0.398477402002454	Inf
0.408439337052515	Inf
0.418401272102576	Inf
0.428363207152638	Inf
0.438325142202699	Inf
0.44828707725276	Inf
0.458249012302822	Inf
0.468210947352883	Inf
0.478172882402944	Inf
0.488134817453006	Inf
0.498096752503067	Inf
0.508058687553128	Inf
0.51802062260319	Inf
0.527982557653251	Inf
0.537944492703312	Inf
0.547906427753374	Inf
0.557868362803435	Inf
0.567830297853496	Inf
0.577792232903558	Inf
0.587754167953619	Inf
0.59771610300368	Inf
0.607678038053742	Inf
0.617639973103803	Inf
0.627601908153864	Inf
0.637563843203926	Inf
0.647525778253987	Inf
0.657487713304048	Inf
0.66744964835411	Inf
0.677411583404171	Inf
0.687373518454232	Inf
0.697335453504294	Inf
0.707297388554355	Inf
0.717259323604416	Inf
0.727221258654478	Inf
0.737183193704539	Inf
0.7471451287546	Inf
0.757107063804662	Inf
0.767068998854723	Inf
0.777030933904784	Inf
0.786992868954846	Inf
0.796954804004907	Inf
0.806916739054968	Inf
0.81687867410503	Inf
0.826840609155091	Inf
0.836802544205152	Inf
0.846764479255214	Inf
0.856726414305275	Inf
0.866688349355336	Inf
0.876650284405398	Inf
0.886612219455459	Inf
0.89657415450552	Inf
0.906536089555582	Inf
0.916498024605643	Inf
0.926459959655704	Inf
0.936421894705766	Inf
0.946383829755827	Inf
0.956345764805889	Inf
0.96630769985595	Inf
0.976269634906011	Inf
0.986231569956073	Inf
0.996193505006134	Inf
1.0061554400562	Inf
1.01611737510626	Inf
1.02607931015632	Inf
1.03604124520638	Inf
1.04600318025644	Inf
1.0559651153065	Inf
1.06592705035656	Inf
1.07588898540662	Inf
1.08585092045669	Inf
1.09581285550675	Inf
1.10577479055681	Inf
1.11573672560687	Inf
1.12569866065693	Inf
1.13566059570699	Inf
1.14562253075705	Inf
1.15558446580712	Inf
1.16554640085718	Inf
1.17550833590724	Inf
1.1854702709573	Inf
1.19543220600736	Inf
1.20539414105742	Inf
1.21535607610748	Inf
1.22531801115754	Inf
1.23527994620761	Inf
1.24524188125767	Inf
1.25520381630773	Inf
1.26516575135779	Inf
1.27512768640785	Inf
1.28508962145791	Inf
1.29505155650797	Inf
1.30501349155804	Inf
1.3149754266081	Inf
1.32493736165816	Inf
1.33489929670822	Inf
1.34486123175828	Inf
1.35482316680834	Inf
1.3647851018584	Inf
1.37474703690846	Inf
1.38470897195853	Inf
1.39467090700859	Inf
1.40463284205865	Inf
1.41459477710871	Inf
1.42455671215877	Inf
1.43451864720883	Inf
1.44448058225889	Inf
1.45444251730896	Inf
1.46440445235902	Inf
1.47436638740908	Inf
1.48432832245914	Inf
1.4942902575092	Inf
1.50425219255926	Inf
1.51421412760932	Inf
1.52417606265938	Inf
1.53413799770945	Inf
1.54409993275951	Inf
1.55406186780957	Inf
1.56402380285963	Inf
1.57398573790969	Inf
1.58394767295975	Inf
1.59390960800981	Inf
1.60387154305988	Inf
1.61383347810994	Inf
1.62379541316	Inf
1.63375734821006	Inf
1.64371928326012	Inf
1.65368121831018	Inf
1.66364315336024	Inf
1.6736050884103	Inf
1.68356702346037	Inf
1.69352895851043	Inf
