# lambda (1/year) over age (year) (exp.sim_5_kappa_0_c1)
# lambda of model 'exp.sim_5_kappa_0_c1'
#
# exp.sim_5_kappa_0_c1
age	lambda
0	9.15864856122062
0.00996193505006134	9.15855376534564
0.0199238701001227	9.15845896947065
0.029885805150184	9.15836417359567
0.0398477402002454	9.15826937772069
0.0498096752503067	9.15817458184571
0.059771610300368	9.15807978597073
0.0697335453504294	9.15798499009575
0.0796954804004907	9.15789019422077
0.089657415450552	9.15779539834579
0.0996193505006134	9.15770060247081
0.109581285550675	9.15760166378559
0.119543220600736	9.15750210285622
0.129505155650797	9.15740251881979
0.139467090700859	9.15730293478335
0.14942902575092	9.15720335074692
0.159390960800981	9.15710376671049
0.169352895851043	9.15700418267405
0.179314830901104	9.15690459863762
0.189276765951165	9.15680501460118
0.199238701001227	9.15670543056475
0.209200636051288	9.15660212827692
0.219162571101349	9.15649760691123
0.229124506151411	9.15639299286221
0.239086441201472	9.15628837881318
0.249048376251533	9.15618376476416
0.259010311301595	9.15607915071514
0.268972246351656	9.15597453666611
0.278934181401717	9.15586992261709
0.288896116451779	9.15576530856807
0.29885805150184	9.15566069451904
0.308819986551902	9.15555279387189
0.318781921601963	9.15544311133664
0.328743856652024	9.15533321320794
0.338705791702086	9.15522331507923
0.348667726752147	9.15511341695053
0.358629661802208	9.15500351882182
0.36859159685227	9.15489362069311
0.378553531902331	9.15478372256441
0.388515466952392	9.1546738244357
0.398477402002454	9.154563926307
0.408439337052515	9.15445117761951
0.418401272102576	9.15433612790065
0.428363207152638	9.15422067879218
0.438325142202699	9.15410522968371
0.44828707725276	9.15398978057524
0.458249012302822	9.15387433146677
0.468210947352883	9.1537588823583
0.478172882402944	9.15364343324983
0.488134817453006	9.15352798414137
0.498096752503067	9.1534125350329
0.508058687553128	9.15329467267272
0.51802062260319	9.15317404457232
0.527982557653251	9.15305276410283
0.537944492703312	9.15293148363333
0.547906427753374	9.15281020316383
0.557868362803435	9.15268892269433
0.567830297853496	9.15256764222484
0.577792232903558	9.15244636175534
0.587754167953619	9.15232508128584
0.59771610300368	9.15220380081635
0.607678038053742	9.15208054210114
0.617639973103803	9.15195411936359
0.627601908153864	9.15182671298968
0.637563843203926	9.15169930661577
0.647525778253987	9.15157190024185
0.657487713304048	9.15144449386794
0.66744964835411	9.15131708749403
0.677411583404171	9.15118968112012
0.687373518454232	9.15106227474621
0.697335453504294	9.1509348683723
0.707297388554355	9.1508059123945
0.717259323604416	9.15067347386491
0.727221258654478	9.15053963216575
0.737183193704539	9.15040579046658
0.7471451287546	9.15027194876741
0.757107063804662	9.15013810706824
0.767068998854723	9.15000426536908
0.777030933904784	9.14987042366991
0.786992868954846	9.14973658197074
0.796954804004907	9.14960274027158
0.806916739054968	9.14946776664133
0.81687867410503	9.14932908645953
0.826840609155091	9.14918848438534
0.836802544205152	9.14904788231116
0.846764479255214	9.14890728023698
0.856726414305275	9.1487666781628
0.866688349355336	9.14862607608862
0.876650284405398	9.14848547401443
0.886612219455459	9.14834487194025
0.89657415450552	9.14820426986607
0.906536089555582	9.14806293736678
0.916498024605643	9.14791778520021
0.926459959655704	9.14777008128292
0.936421894705766	9.14762237736562
0.946383829755827	9.14747467344833
0.956345764805889	9.14732696953103
0.96630769985595	9.14717926561374
0.976269634906011	9.14703156169645
0.986231569956073	9.14688385777915
0.996193505006134	9.14673615386186
1.0061554400562	9.14658809901233
1.01611737510626	9.14643624033185
1.02607931015632	9.14628107585571
1.03604124520638	9.14612591137958
1.04600318025644	9.14597074690344
1.0559651153065	9.1458155824273
1.06592705035656	9.14566041795117
1.07588898540662	9.14550525347503
1.08585092045669	9.1453500889989
1.09581285550675	9.14519492452276
1.10577479055681	9.14503976003956
1.11573672560687	9.14488095644212
1.12569866065693	9.1447179545726
1.13566059570699	9.14455495270307
1.14562253075705	9.14439195083355
1.15558446580712	9.14422894896403
1.16554640085718	9.14406594709451
1.17550833590724	9.14390294522499
1.1854702709573	9.14373994335547
1.19543220600736	9.14357694148595
1.20539414105742	9.14341393961643
