# mu (1/year) over age (year) (exp.sim_5_kappa_0_c1)
# mu of model 'exp.sim_5_kappa_0_c1'
#
# exp.sim_5_kappa_0_c1
age	mu
0	9.09263866064241
0.00996193505006134	9.09233406277646
0.0199238701001227	9.09202946491052
0.029885805150184	9.09172486704458
0.0398477402002454	9.09142026917863
0.0498096752503067	9.09111567131269
0.059771610300368	9.09081107344675
0.0697335453504294	9.0905064755808
0.0796954804004907	9.09020187771486
0.089657415450552	9.08989727984892
0.0996193505006134	9.08959268198297
0.109581285550675	9.08927553546865
0.119543220600736	9.08895650416534
0.129505155650797	9.08863740287031
0.139467090700859	9.08831830157528
0.14942902575092	9.08799920028025
0.159390960800981	9.08768009898522
0.169352895851043	9.08736099769019
0.179314830901104	9.08704189639516
0.189276765951165	9.08672279510013
0.199238701001227	9.0864036938051
0.209200636051288	9.08607336089828
0.219162571101349	9.0857393455591
0.229124506151411	9.08540505025413
0.239086441201472	9.08507075494915
0.249048376251533	9.08473645964418
0.259010311301595	9.0844021643392
0.268972246351656	9.08406786903423
0.278934181401717	9.08373357372925
0.288896116451779	9.08339927842428
0.29885805150184	9.0830649831193
0.308819986551902	9.08272078744577
0.318781921601963	9.08237122410993
0.328743856652024	9.08202101133214
0.338705791702086	9.08167079855436
0.348667726752147	9.08132058577657
0.358629661802208	9.08097037299878
0.36859159685227	9.080620160221
0.378553531902331	9.08026994744321
0.388515466952392	9.07991973466542
0.398477402002454	9.07956952188763
0.408439337052515	9.07921074590793
0.418401272102576	9.07884505753044
0.428363207152638	9.07847816936928
0.438325142202699	9.07811128120812
0.44828707725276	9.07774439304697
0.458249012302822	9.07737750488581
0.468210947352883	9.07701061672465
0.478172882402944	9.0766437285635
0.488134817453006	9.07627684040234
0.498096752503067	9.07590995224118
0.508058687553128	9.07553583454726
0.51802062260319	9.07515343134817
0.527982557653251	9.07476907380517
0.537944492703312	9.07438471626217
0.547906427753374	9.07400035871918
0.557868362803435	9.07361600117618
0.567830297853496	9.07323164363318
0.577792232903558	9.07284728609018
0.587754167953619	9.07246292854718
0.59771610300368	9.07207857100419
0.607678038053742	9.07168830343691
0.617639973103803	9.07128858332854
0.627601908153864	9.07088592459898
0.637563843203926	9.07048326586943
0.647525778253987	9.07008060713988
0.657487713304048	9.06967794841032
0.66744964835411	9.06927528968077
0.677411583404171	9.06887263095122
0.687373518454232	9.06846997222166
0.697335453504294	9.06806731349211
0.707297388554355	9.06766003806787
0.717259323604416	9.06724238716741
0.727221258654478	9.0668205558402
0.737183193704539	9.06639872451299
0.7471451287546	9.06597689318578
0.757107063804662	9.06555506185857
0.767068998854723	9.06513323053136
0.777030933904784	9.06471139920415
0.786992868954846	9.06428956787694
0.796954804004907	9.06386773654973
0.806916739054968	9.06344254218382
0.81687867410503	9.06300633541921
0.826840609155091	9.062564418591
0.836802544205152	9.06212250176279
0.846764479255214	9.06168058493458
0.856726414305275	9.06123866810638
0.866688349355336	9.06079675127816
0.876650284405398	9.06035483444996
0.886612219455459	9.05991291762175
0.89657415450552	9.05947100079354
0.906536089555582	9.05902691980717
0.916498024605643	9.05857152162472
0.926459959655704	9.05810856292427
0.936421894705766	9.05764560422382
0.946383829755827	9.05718264552337
0.956345764805889	9.05671968682291
0.96630769985595	9.05625672812246
0.976269634906011	9.05579376942201
0.986231569956073	9.05533081072156
0.996193505006134	9.05486785202111
1.0061554400562	9.05440385641799
1.01611737510626	9.05392862160094
1.02607931015632	9.05344361911938
1.03604124520638	9.05295861663783
1.04600318025644	9.05247361415627
1.0559651153065	9.05198861167471
1.06592705035656	9.05150360919315
1.07588898540662	9.0510186067116
1.08585092045669	9.05053360423004
1.09581285550675	9.05004860174848
1.10577479055681	9.04956359924611
1.11573672560687	9.04906787385391
1.12569866065693	9.04855977797649
1.13566059570699	9.04805168209906
1.14562253075705	9.04754358622164
1.15558446580712	9.04703549034421
1.16554640085718	9.04652739446679
1.17550833590724	9.04601929858937
1.1854702709573	9.04551120271194
1.19543220600736	9.04500310683452
1.20539414105742	9.04449501095709
1.21535607610748	9.0439777642114
1.22531801115754	9.04344677020778
1.23527994620761	9.04291448134232
1.24524188125767	9.04238219247685
1.25520381630773	9.04184990361139
1.26516575135779	9.04131761474592
1.27512768640785	9.04078532588046
1.28508962145791	9.04025303701499
1.29505155650797	9.03972074814953
1.30501349155804	9.03918845928406
1.3149754266081	9.03864854322121
1.32493736165816	9.03809384486265
1.33489929670822	9.03753621105989
1.34486123175828	9.03697857725712
1.35482316680834	9.03642094345436
1.3647851018584	9.03586330965159
1.37474703690846	9.03530567584883
1.38470897195853	9.03474804204606
1.39467090700859	9.0341904082433
1.40463284205865	9.03363277444053
1.41459477710871	9.03306896998388
1.42455671215877	9.03248974674135
1.43451864720883	9.03190556120196
1.44448058225889	9.03132137566256
1.45444251730896	9.03073719012316
1.46440445235902	9.03015300458376
1.47436638740908	9.02956881904437
1.48432832245914	9.02898463350497
1.4942902575092	9.02840044796557
1.50425219255926	9.02781626242618
1.51421412760932	9.02722727470899
1.52417606265938	9.02662269274976
1.53413799770945	9.02601069121264
1.54409993275951	9.02539868967552
1.55406186780957	9.02478668813841
1.56402380285963	9.02417468660129
1.57398573790969	9.02356268506417
1.58394767295975	9.02295068352706
1.59390960800981	9.02233868198994
1.60387154305988	9.02172668045283
1.61383347810994	9.02111113383648
1.62379541316	9.02048034714566
1.63375734821006	9.01983920515193
1.64371928326012	9.01919806315821
1.65368121831018	9.01855692116449
1.66364315336024	9.01791577917077
1.6736050884103	9.01727463717704
1.68356702346037	9.01663349518332
1.69352895851043	9.0159923531896
1.70349089356049	9.01535121119587
1.71345282861055	9.0147076439603
1.72341476366061	9.01404979562456
1.73337669871067	9.01337812565123
1.74333863376073	9.01270645567789
1.7533005688108	9.01203478570456
1.76326250386086	9.01136311573122
1.77322443891092	9.01069144575789
1.78318637396098	9.01001977578456
1.79314830901104	9.00934810581123
1.8031102440611	9.00867643583789
1.81307217911116	9.00800329452318
1.82303411416122	9.00731751819066
1.83299604921129	9.0066138666478
1.84295798426135	9.00591021510494
1.85291991931141	9.00520656356207
1.86288185436147	9.00450291201921
1.87284378941153	9.00379926047635
1.88280572446159	9.00309560893349
1.89276765951165	9.00239195739062
1.90272959456172	9.00168830584776
1.91269152961178	9.00098393922447
1.92265346466184	9.00026936075603
1.9326153997119	8.99953220484103
1.94257733476196	8.99879504892603
1.95253926981202	8.99805789301102
1.96250120486208	8.99732073709602
1.97246313991215	8.99658358118101
1.98242507496221	8.99584642526601
1.99238701001227	8.995109269351
