# Deterministic simulation 3 of scenario 'exp'
# Generated on: October 15, 2023, 16:37 (Pacific/Auckland)
# Random seed for this model: 1234
age	LTT	nLTT	Pmissing	lambda	mu	psi	PDR	IPDR	PSR	Reff	removal_rate	sampling_proportion	diversification_rate	lambda_psi
0	0	0	1	9.84823041650058	2.1271090366701	0.0167447348315532	7.71302563859033	0	0	4.59370435960397	2.14385377150166	0.00781057694052726	7.70437664499893	0.164906006884339
0.001534531577655	4.08594123760183	0.0188555434064202	0.999973718611423	9.84836112372914	2.12690020151531	0.0167435789249421	7.71336622209105	0.0118361427197478	0.00025882860553463	4.59421533259903	2.14364378044025	0.00781080283847506	7.70471734328889	0.16489681175649
0.00306906315530999	8.07583203334817	0.0372678393038099	0.999947437222847	9.8484918309577	2.12669136636051	0.0167424230183309	7.71370680559482	0.0236728080756339	0.000517664081404188	4.59472640571359	2.14343378937884	0.00781102878068506	7.70505804157886	0.16488761632647
0.00460359473296499	11.971359560927	0.055244673554681	0.99992115583427	9.84862253818626	2.12648253120571	0.0167412671117198	7.71404738910173	0.0355099960676641	0.000776506427608672	4.59523757897709	2.14322379831743	0.00781125476717027	7.70539873986883	0.16487842059428
0.00613812631061998	15.8056232097066	0.0729387911293276	0.999894664927064	9.84875324541482	2.12627369605091	0.0167401112051086	7.71438797261149	0.0473477066958425	0.001037419141432	4.59574885241895	2.14301380725602	0.00781148079794371	7.7057394381588	0.164869224559919
0.00767265788827498	19.6922680090837	0.0908746339274498	0.999867201665214	9.84888371953553	2.12606452794492	0.0167389529922567	7.71466269374661	0.0591859163100477	0.00130791535745931	4.59626083640111	2.14280348093718	0.00781170701894498	7.70608023859835	0.164860001607508
0.00920718946592998	23.4853388570022	0.10837865756792	0.999839738403363	9.84901336015661	2.12585416933978	0.0167377865332179	7.7148947296668	0.0710245644079244	0.00157841860639851	4.59677510370548	2.14259195587299	0.0078119338063127	7.70642140428362	0.164850683185112
0.010741721043585	27.1864925303385	0.125458507639965	0.999812275141512	9.84914142279362	2.12564155687795	0.0167366044624726	7.71523647666268	0.0828635761996606	0.00184892867982062	4.59729360601366	2.14237816134042	0.00781216162696556	7.7067632614532	0.164841184288252
0.01227625262124	30.8845762720601	0.142524190785603	0.999784202479328	9.84926948543063	2.12542894441612	0.0167354223917274	7.71557822366143	0.0947031124129554	0.00212544793538435	4.59781221181807	2.14216436680784	0.00781238949309281	7.70710511862278	0.164831685088633
0.013810784198895	34.5727490921514	0.159544137636436	0.999755558385241	9.84939754806764	2.12521633195429	0.0167342403209822	7.71591997066293	0.106543173047813	0.00240760264105414	4.59833092114968	2.14195057227527	0.00781261740470806	7.70744697579237	0.164822185586256
