# lambda (1/year) over age (year) (linear.run_0_kappa_0_c1)
# lambda of model 'linear.run_0_kappa_0_c1'
#
# linear.run_0_kappa_0_c1
age	lambda
0	12
0.00686569587829202	12
0.013731391756584	12
0.0205970876348761	12
0.0274627835131681	12
0.0343284793914601	12
0.0411941752697521	12
0.0480598711480441	12
0.0549255670263362	12
0.0617912629046282	12
0.0686569587829202	12
0.0755226546612122	12
0.0823883505395042	12
0.0892540464177962	12
0.0961197422960883	12
0.10298543817438	12
0.109851134052672	12
0.116716829930964	12
0.123582525809256	12
0.130448221687548	12
0.13731391756584	12
0.144179613444132	12
0.151045309322424	12
0.157911005200716	12
0.164776701079008	12
0.1716423969573	12
0.178508092835592	12
0.185373788713885	12
0.192239484592177	12
0.199105180470469	12
0.205970876348761	12
0.212836572227053	12
0.219702268105345	12
0.226567963983637	12
0.233433659861929	12
0.240299355740221	12
0.247165051618513	12
0.254030747496805	12
0.260896443375097	12
0.267762139253389	12
0.274627835131681	12
0.281493531009973	12
0.288359226888265	12
0.295224922766557	12
0.302090618644849	12
0.308956314523141	12
0.315822010401433	12
0.322687706279725	12
0.329553402158017	12
0.336419098036309	12
0.343284793914601	12
0.350150489792893	12
0.357016185671185	12
0.363881881549477	12
0.370747577427769	12
0.377613273306061	12
0.384478969184353	12
0.391344665062645	12
0.398210360940937	12
0.405076056819229	12
0.411941752697521	12
0.418807448575813	12
0.425673144454105	12
0.432538840332397	12
0.439404536210689	12
0.446270232088981	12
0.453135927967273	12
0.460001623845565	12
0.466867319723857	12
0.473733015602149	12
0.480598711480441	12
0.487464407358733	12
0.494330103237025	12
0.501195799115317	12
0.508061494993609	12
0.514927190871901	12
0.521792886750193	12
0.528658582628485	12
0.535524278506777	12
0.54238997438507	12
0.549255670263362	12
0.556121366141654	12
0.562987062019946	12
0.569852757898238	12
0.57671845377653	12
0.583584149654822	12
0.590449845533114	12
0.597315541411406	12
0.604181237289698	12
0.61104693316799	12
0.617912629046282	12
0.624778324924574	12
0.631644020802866	12
0.638509716681158	12
0.64537541255945	12
0.652241108437742	12
0.659106804316034	12
0.665972500194326	12
0.672838196072618	12
0.67970389195091	12
0.686569587829202	12
0.693435283707494	12
0.700300979585786	12
0.707166675464078	12
0.71403237134237	12
0.720898067220662	12
0.727763763098954	12
0.734629458977246	12
0.741495154855538	12
0.74836085073383	12
0.755226546612122	12
0.762092242490414	12
0.768957938368706	12
0.775823634246998	12
0.78268933012529	12
0.789555026003582	12
0.796420721881874	12
0.803286417760166	12
0.810152113638458	12
0.81701780951675	12
0.823883505395042	12
0.830749201273334	12
0.837614897151626	12
0.844480593029918	12
0.85134628890821	12
0.858211984786502	12
0.865077680664794	12
0.871943376543086	12
0.878809072421378	12
0.88567476829967	12
0.892540464177962	12
0.899406160056255	12
0.906271855934547	12
0.913137551812839	12
0.920003247691131	12
0.926868943569423	12
0.933734639447715	12
0.940600335326007	12
0.947466031204299	12
0.954331727082591	12
0.961197422960883	12
0.968063118839175	12
0.974928814717467	12
0.981794510595759	12
0.988660206474051	12
0.995525902352343	12
1.00239159823063	12
1.00925729410893	12
1.01612298998722	12
1.02298868586551	12
1.0298543817438	12
1.03672007762209	12
1.04358577350039	12
1.05045146937868	12
1.05731716525697	12
1.06418286113526	12
1.07104855701355	12
1.07791425289185	12
1.08477994877014	12
1.09164564464843	12
1.09851134052672	12
1.10537703640502	12
1.11224273228331	12
1.1191084281616	12
1.12597412403989	12
1.13283981991818	12
1.13970551579648	12
1.14657121167477	12
1.15343690755306	12
1.16030260343135	12
1.16716829930964	12
1.17403399518794	12
1.18089969106623	12
1.18776538694452	12
1.19463108282281	12
1.2014967787011	12
1.2083624745794	12
1.21522817045769	12
1.22209386633598	12
1.22895956221427	12
1.23582525809256	12
1.24269095397086	12
1.24955664984915	12
