# lineages over age (year) (linear.run_0_kappa_0_c1)
# LTT of model 'linear.run_0_kappa_0_c1'
#
# linear.run_0_kappa_0_c1
age	LTT
0	NA
0.00686569587829202	Inf
0.013731391756584	Inf
0.0205970876348761	Inf
0.0274627835131681	Inf
0.0343284793914601	Inf
0.0411941752697521	Inf
0.0480598711480441	Inf
0.0549255670263362	Inf
0.0617912629046282	Inf
0.0686569587829202	Inf
0.0755226546612122	Inf
0.0823883505395042	Inf
0.0892540464177962	Inf
0.0961197422960883	Inf
0.10298543817438	Inf
0.109851134052672	Inf
0.116716829930964	Inf
0.123582525809256	Inf
0.130448221687548	Inf
0.13731391756584	Inf
0.144179613444132	Inf
0.151045309322424	Inf
0.157911005200716	Inf
0.164776701079008	Inf
0.1716423969573	Inf
0.178508092835592	Inf
0.185373788713885	Inf
0.192239484592177	Inf
0.199105180470469	Inf
0.205970876348761	Inf
0.212836572227053	Inf
0.219702268105345	Inf
0.226567963983637	Inf
0.233433659861929	Inf
0.240299355740221	Inf
0.247165051618513	Inf
0.254030747496805	Inf
0.260896443375097	Inf
0.267762139253389	Inf
0.274627835131681	Inf
0.281493531009973	Inf
0.288359226888265	Inf
0.295224922766557	Inf
0.302090618644849	Inf
0.308956314523141	Inf
0.315822010401433	Inf
0.322687706279725	Inf
0.329553402158017	Inf
0.336419098036309	Inf
0.343284793914601	Inf
0.350150489792893	Inf
0.357016185671185	Inf
0.363881881549477	Inf
0.370747577427769	Inf
0.377613273306061	Inf
0.384478969184353	Inf
0.391344665062645	Inf
0.398210360940937	Inf
0.405076056819229	Inf
0.411941752697521	Inf
0.418807448575813	Inf
0.425673144454105	Inf
0.432538840332397	Inf
0.439404536210689	Inf
0.446270232088981	Inf
0.453135927967273	Inf
0.460001623845565	Inf
0.466867319723857	Inf
0.473733015602149	Inf
0.480598711480441	Inf
0.487464407358733	Inf
0.494330103237025	Inf
0.501195799115317	Inf
0.508061494993609	Inf
0.514927190871901	Inf
0.521792886750193	Inf
0.528658582628485	Inf
0.535524278506777	Inf
0.54238997438507	Inf
0.549255670263362	Inf
0.556121366141654	Inf
0.562987062019946	Inf
0.569852757898238	Inf
0.57671845377653	Inf
0.583584149654822	Inf
0.590449845533114	Inf
0.597315541411406	Inf
0.604181237289698	Inf
0.61104693316799	Inf
0.617912629046282	Inf
0.624778324924574	Inf
0.631644020802866	Inf
0.638509716681158	Inf
0.64537541255945	Inf
0.652241108437742	Inf
0.659106804316034	Inf
0.665972500194326	Inf
0.672838196072618	Inf
0.67970389195091	Inf
0.686569587829202	Inf
0.693435283707494	Inf
0.700300979585786	Inf
0.707166675464078	Inf
0.71403237134237	Inf
0.720898067220662	Inf
0.727763763098954	Inf
0.734629458977246	Inf
0.741495154855538	Inf
0.74836085073383	Inf
0.755226546612122	Inf
0.762092242490414	Inf
0.768957938368706	Inf
0.775823634246998	Inf
0.78268933012529	Inf
0.789555026003582	Inf
0.796420721881874	Inf
0.803286417760166	Inf
0.810152113638458	Inf
0.81701780951675	Inf
0.823883505395042	Inf
0.830749201273334	Inf
0.837614897151626	Inf
0.844480593029918	Inf
0.85134628890821	Inf
0.858211984786502	Inf
0.865077680664794	Inf
0.871943376543086	Inf
0.878809072421378	Inf
0.88567476829967	Inf
0.892540464177962	Inf
0.899406160056255	Inf
0.906271855934547	Inf
0.913137551812839	Inf
0.920003247691131	Inf
0.926868943569423	Inf
0.933734639447715	Inf
0.940600335326007	Inf
0.947466031204299	Inf
0.954331727082591	Inf
0.961197422960883	Inf
0.968063118839175	Inf
0.974928814717467	Inf
0.981794510595759	Inf
0.988660206474051	Inf
0.995525902352343	Inf
1.00239159823063	Inf
1.00925729410893	Inf
1.01612298998722	Inf
1.02298868586551	Inf
1.0298543817438	Inf
1.03672007762209	Inf
1.04358577350039	Inf
1.05045146937868	Inf
1.05731716525697	Inf
1.06418286113526	Inf
1.07104855701355	Inf
1.07791425289185	Inf
1.08477994877014	Inf
1.09164564464843	Inf
1.09851134052672	Inf
1.10537703640502	Inf
1.11224273228331	Inf
1.1191084281616	Inf
1.12597412403989	Inf
1.13283981991818	Inf
1.13970551579648	Inf
1.14657121167477	Inf
1.15343690755306	Inf
1.16030260343135	Inf
1.16716829930964	Inf
1.17403399518794	Inf
1.18089969106623	Inf
1.18776538694452	Inf
1.19463108282281	Inf
1.2014967787011	Inf
1.2083624745794	Inf
1.21522817045769	Inf
1.22209386633598	Inf
1.22895956221427	Inf
1.23582525809256	Inf
1.24269095397086	Inf
1.24955664984915	Inf
1.25642234572744	Inf
1.26328804160573	Inf
1.27015373748402	Inf
1.27701943336232	Inf
1.28388512924061	Inf
1.2907508251189	Inf
1.29761652099719	Inf
1.30448221687548	Inf
1.31134791275378	Inf
1.31821360863207	Inf
1.32507930451036	Inf
1.33194500038865	Inf
1.33881069626694	Inf
1.34567639214524	Inf
1.35254208802353	Inf
1.35940778390182	Inf
1.36627347978011	Inf
1.3731391756584	Inf
1.3800048715367	Inf
1.38687056741499	Inf
1.39373626329328	Inf
1.40060195917157	Inf
1.40746765504986	Inf
1.41433335092816	Inf
1.42119904680645	Inf
1.42806474268474	Inf
1.43493043856303	Inf
1.44179613444132	Inf
1.44866183031962	Inf
1.45552752619791	Inf
1.4623932220762	Inf
1.46925891795449	Inf
1.47612461383278	Inf
1.48299030971108	Inf
1.48985600558937	Inf
1.49672170146766	Inf
1.50358739734595	Inf
1.51045309322424	Inf
1.51731878910254	Inf
1.52418448498083	Inf
1.53105018085912	Inf
1.53791587673741	Inf
1.5447815726157	Inf
1.551647268494	Inf
1.55851296437229	Inf
1.56537866025058	Inf
1.57224435612887	Inf
1.57911005200716	Inf
1.58597574788546	Inf
1.59284144376375	Inf
1.59970713964204	Inf
1.60657283552033	Inf
1.61343853139862	Inf
1.62030422727692	Inf
1.62716992315521	Inf
1.6340356190335	Inf
1.64090131491179	Inf
1.64776701079008	Inf
1.65463270666838	Inf
1.66149840254667	Inf
1.66836409842496	Inf
1.67522979430325	Inf
1.68209549018154	Inf
1.68896118605984	Inf
1.69582688193813	Inf
1.70269257781642	Inf
1.70955827369471	Inf
1.716423969573	Inf
1.7232896654513	Inf
1.73015536132959	Inf
1.73702105720788	Inf
1.74388675308617	Inf
1.75075244896446	Inf
1.75761814484276	Inf
1.76448384072105	Inf
1.77134953659934	Inf
1.77821523247763	Inf
1.78508092835592	Inf
1.79194662423422	Inf
1.79881232011251	Inf
1.8056780159908	Inf
1.81254371186909	Inf
1.81940940774739	Inf
1.82627510362568	Inf
1.83314079950397	Inf
1.84000649538226	Inf
1.84687219126055	Inf
1.85373788713885	Inf
1.86060358301714	Inf
1.86746927889543	Inf
1.87433497477372	Inf
1.88120067065201	Inf
1.88806636653031	Inf
1.8949320624086	Inf
1.90179775828689	Inf
1.90866345416518	Inf
1.91552915004347	Inf
1.92239484592177	Inf
1.92926054180006	Inf
1.93612623767835	Inf
1.94299193355664	Inf
1.94985762943493	Inf
1.95672332531323	Inf
1.96358902119152	Inf
1.97045471706981	Inf
1.9773204129481	Inf
1.98418610882639	Inf
